category,sub_category,title,url,content,published date,summary,news_code
ورزشی,فوتسال/فوتبال,تیم ملی فوتسال تنها با یک دروازهبان در رقابتهای آسیایی؟,https://www.isna.ir/news/1404062514773/تیم-ملی-فوتسال-تنها-با-یک-دروازه-بان-در-رقابت-های-آسیایی,"به گزارش ایسنا، در حالی که شب گذشته (دوشنبهشب) و در خلال دیدارهای هفته نهم لیگ برتر فوتسال مسلم اولادقباد، بهترین بازیکن آسیا در سال ۲۰۲۲، مصدوم شد و از لیست نهایی اعزامی تیم ملی به مالزی خط خورد، مصدومیت دو بازیکن دیگر دعوتشده به تیم ملی نیز صبح امروز (سهشنبه) محرز شد.
مدیر رسانه تیم ملی فوتسال، با اعلام این خبر گفت: در حالی که چهارده بازیکن معرفیشده به AFC برای حضور در مسابقات مرحله مقدماتی جام ملتهای آسیا - مالزی پس از برگزاری مسابقات هفته نهم که دیشب به پایان رسید طبق برنامه از شهرهای مختلف خود را به مرکز ملی فوتسال رساندند، متاسفانه صبح امروز مصدومیت بهزاد رسولی از ناحیه دست و ابوالفضل افضلی از ناحیه زانو نیز به صورت قطعی مشخص شد.
احسان محمدی با اشاره به مصدومیت بازیکنانی چون سالار آقاپور، مسلم اولادقباد، امیرحسین داودی، سجاد بابایی و ... که در اردوهای قبلی از بازیکنان مورد تایید شمسایی بودند، گفت: متاسفانه سریال بدشانسیها ادامه دارد و علیرغم اینکه تا هفته پیش کادر فنی فهرست ۲۵نفره خود را برای چنین شرایطی چیده بود، طبق مقررات ناگزیر بودیم که لیست ۱۴ نفره را به AFC اعلام کنیم و حالا مصدومیت سه بازیکن در ۲۴ ساعت مانده به اعزام، تیم را در شرایط دشواری قرار داده است.
او افزود: طبق برنامه اعلامی از سوی کادر فنی، امروز صبح برای ریکاوری بازیکنان که دیشب همه آنها مسابقات حساسی را در لیگ برگزار کرده بودند هماهنگ شده بود که متاسفانه با معاینه اولیه پزشکی مصدومیت این دو بازیکن قطعی شد. از دقایقی پیش آقای کریمیان مدیر تیم ملی، کمیته فوتسال و بخش بینالملل فدراسیون فوتبال در تلاش هستند تا بتوانند بازیکنان دیگری را جایگزین کنند که البته باید این موافقت و تاییدیه از سوی AFC اعلام شود.
محمدی گفت: از آنجا که بهزاد رسولی و مهدی رستمیها دو دروازهبان ایران در لیست هستند در صورت عدم امکان جایگزین، تیم ملی ناچار است تنها با یک دروازهبان و عملاً دو بازیکن کمتر پای به رقابتها بگذارد.
انتهای پیام",۲۵ شهریور ۱۴۰۴ / ۱۰:۰۲,مصدومیت بهزاد رسولی، دروازهبان تیم ملی فوتسال، از ناحیه دست و ابوالفضل افضلی از ناحیه زانو به صورت قطعی مشخص شد. پیش از این مسلم اولادقباد هم به دلیل مصدومیت رقابتهای مقدماتی جام ملتهای آسیا را از دست داده بود. باید دید کنفدراسیون فوتبال آسیا امکان جایگزینی این بازیکنان را فراهم میکند یا خیر.,1.40406E+12
ورزشی,فوتسال/فوتبال,شکایت تراکتور از استقلال رد شد,https://www.isna.ir/news/1404062514727/شکایت-تراکتور-از-استقلال-رد-شد,"به گزارش ایسنا، رای کمیته انضباطی درخصوص شکایت باشگاه تراکتور تبریز علیه باشگاه استقلال تهران مبنی بر استفاده از بازیکن غیرمجاز به شرح زیر است:

انتهای پیام",۲۵ شهریور ۱۴۰۴ / ۰۹:۳۴,کمیته انضباطی رای خود را درباره شکایت باشگاه تراکتور تبریز علیه باشگاه استقلال تهران اعلام کرد.,1.40406E+12
ورزشی,فوتسال/فوتبال,اختلافات در فوتبال خوزستان سودی نخواهد داشت/ نگاه ویژه استاندار ورزش خوزستان را احیاء میکند,https://www.isna.ir/news/1404062514687/اختلافات-در-فوتبال-خوزستان-سودی-نخواهد-داشت-نگاه-ویژه-استاندار,"شهرام عطارزاده در گفت و گو با ایسنا با بیان اینکه اختلافات و درگیریها در فوتبال خوزستان سودی نخواهد داشت، اظهارکرد: در فوتبال خوزستان ۵۰ نفر با هم دعوا دارند و نمیدانیم کدامشان را آشتی دهیم و این دقیقاً واقعیت فوتبال ماست. فوتبالی که باید تمام وقت و انرژی خود را صرف پیشرفت و جهش به سمت جلو کند، آنقدر حاشیه دارد که وقتی برای مدیریت تفکر و پیشرفت باقی نمیماند. 
او ادامه داد: شما اگر نگاهی اجمالی به حال و روز فوتبال ما داشته باشید، میبینید بیش از نیمی از زمان و انرژی فوتبال ما را همین دعواها، اختلافات و دودستگیها هدر میدهد. در روزهای اخیر نیز اظهارنظر جنجالی مدیرعامل باشگاه استقلال خوزستان در خصوص مدیرعامل شرکت فولاد و کشاندن آن به رسانهها به یک نوع دیگر فوتبال خوزستان را نگران کرده و در نهایت وقتی این مسائل را جمعبندی میکنیم، متوجه میشویم که اصل فوتبال از یاد همه رفته است. 
لژیونر و ملی پوش سابق فوتبال ایران تاکید کرد: متاسفانه تا این اختلافات برطرف نشوند، نمیتوان انتظار کارهای بزرگ را داشت؛ ضمن این که باید بدانیم همیشه انتقاد کردن نمیتواند مشکلات را برطرف کند و چه بسا گاهی از مواقع به مشکلات اضافه میکند و حتی رسانهها نیز باید به این نکته بیشتر اهمیت دهند.
عطارزاده با اشاره به حضور استاندار خوزستان در ورزشگاهها و میادین ورزشی ادامه داد: این حضور میتواند در احیا کردن ورزش استان بسیار پررنگ و چشمگیر باشد. آقای موالیزاده با حضور فیزیکی در میان جامعه ورزش استان موجب شده که اهالی ورزش امیدوار باشند گره کور مشکلات در استان با دست وی باز شود. او در یکی از اقدامات مثبت خود در نشستی با روسا و نمایندگان هیاتهای ورزشی استان از نزدیک در جریان مسائل، مشکلات و موانع موجود قرار گرفت و البته در این میان نباید از نقش حمید بنی تمیم مدیر کل ورزش جوانان خوزستان هم به سادگی گذشت؛ مردی از جنس ورزش که بیحاشیه برای موفقیت گام بر میدارد.
وی با بیان اینکه نگاه ویژه استاندار، ورزش خوزستان را احیاء میکند، افزود: اکنون که بحث برگزاری دیدارهای خانگی استقلال خوزستان و عدم تکمیل ورزشگاه غدیر به میان است، پیگیریها و تلاش استاندار در جهت رفع این معضل و حل مشکلات ورزشگاه غدیر جای تقدیر و تشکر دارد. علیرغم همه مشکلات، استاندار خوزستان پای کار ورزش استان است و این چنین عملکردی را از هیچ یک از استاندارهای قبلی خوزستان ندیده بودم. او دغدغه حل مشکلات ورزش را دارد. به هر حال اکنون که ورزش خوزستان به خصوص فوتبال آن در مسیر پیشرفت قرار دارد، همت مضاعف و تلاشهای مستمر اهالی ورزش با حمایتهای بیبدیل همراه خواهد بود تا ضمن کسب عناوین قهرمانی مختلف در عرصه ورزش کشور و بینالمللی، بار دیگر خاطرات خوب ورزش استان این بار با حمایت استاندار خوزستان تکرار شود.
انتهای پیام",۲۵ شهریور ۱۴۰۴ / ۰۸:۵۲,ایسنا/خوزستان یک پیشکسوت فوتبال گفت: اظهارنظر جنجالی مدیرعامل باشگاه استقلال خوزستان در خصوص مدیرعامل شرکت فولاد و کشاندن آن به رسانهها به این معنی است که اصل فوتبال را از یاد بردهایم.,1.40406E+12
ورزشی,فوتسال/فوتبال,هزینههای فوتبال ایران سرسام آور ولی بازیها بیکیفیتاند,https://www.isna.ir/news/1404062414118/هزینه-های-فوتبال-ایران-سرسام-آور-ولی-بازی-ها-بی-کیفیت-اند,"ابراهیم قاسمپور در گفتوگو با ایسنا، در ارزیابی از عملکرد پرسپولیس برابر فولاد خوزستان در هفته سوم لیگ برتر فوتبال اظهار کرد: تیم هایی مثل پرسپولیس، استقلال، سپاهان و ... با هزینههای سرسام آوری که در لیگ برتر انجام میدهند انتظار می رود که با داشتن تماشاگران زیاد جزو مدعیان اصلی باشند و بازی قابل قبولی ارائه دهند. البته هنوز ابتدای فصل هستیم و قضاوت زود است. باید چند بازی انجام شود تا ارزیابی درستی داشته باشیم.
وی گفت: پرسپولیس نیمه اول بازی سریع و خوبی انجام داد اما نیمه دوم فولاد خوزستان بهتر از پرسپولیس بود و بعد از گل مساوی حتی چند موقعیت به دست آورد که شاید به گل تبدیل میشد.
پیشکسوت فوتبال ایران در پاسخ به این پرسش که آیا انتظار نتیجه مساوی برایاین بازی منطقی بود؟ افزود: فولاد تیمی است که پایاپای تیمهایی مثل پرسپولیس، سپاهان و تراکتور هزینه کرده و بازیکنان خوبی جذب کرده و انتظار گل و حتی برد از این تیمها وجود دارد. البته الان تیمها فوتبال نزدیک به هم بازی میکنند و سرمایهگذاری خوبی در فوتبال انجام دادهاند و دیگر نباید به اسمها بسنده کرد. شما دیدید با وجود هزینههای زیادی که استقلال در این فصل برای جذب بازیکن انجام داده است استقلال خوزستان، این تیم را یک بر صفر شکست داد. مبالغی در فوتبال گفته میشود که مغز آدم سوت میکشد. هزینهها سرسام آور شده اما متاسفانه همچنان شاهد فوتبال بی کیفیت هستیم.
قاسمپور تصریح کرد: درست است که بازیکن خوب داشتن ملاک است اما یکسری آیتمها و فاکتورها را نیز از جمله مربی، زیرساخت، مدیریت قوی، تماشاگر و ... باید مدنظر قرار داد تا یک تیم در یک فصل موفق عمل کند.
او در پاسخ به این پرسش که پرسپولیس در چه پستهایی ضعف دارد؟ خاطرنشان کرد: وقتی سروش دقایق آخر وارد بازی میشود یعنی هنوز نتوانستهاند جایگزین خوب برای او پیدا کنند. به نظر من خط دفاعی پرسپولیس خیلی مستحکم نیست و در خط هافبک و فوروارد مشکل دارد. در دروازه آن چیزی که انتظار داشتیم هنوز برآورده نشده است. نیازمند بازیکن خوب و باتجربهای است و چند سال است که در لیگ بازی می کند و جزو کاندیداهای تیم ملی است اما هنوز اعتماد به نفس لازم را کسب نکرده و لرزان بازی میکند. تصور میکنم به مرور زمان شرایطی که در سپاهان داشت، به دست میآورد.
قاسمپور در خصوص بازیکنان خارجی پرسپولیس هم گفت: برای جذب بازیکنان خارجی این قدر هزینه میشود اما تیمها بازیکنانی میآورند که اکثر آنها از رده خارج شده یا سنشان بالا رفته که به درد بازیهای لیگ برتر نمیخورند. 
او در ارزیابی از عملکرد علیپور در خط حمله پرسپولیس هم اظهار کرد: عملکرد او خوب است هرچند برخی از تماشاگران نوع فوتبال او را نمیپسندند اما بازیکن خوبی است و اگر تغذیه شود از موقعیتها به خوبی استفاده میکند.
انتهای پیام",۲۵ شهریور ۱۴۰۴ / ۰۷:۰۲,ملیپوش پیشین فوتبال ایران گفت: با سرمایهگذاری خوبی که در فوتبال صورت میگیرد دیگر نباید به اسمها بسنده کرد، در حال حاضر تیمها تقریبا فوتبال نزدیک به هم بازی میکنند.,1.40406E+12
ورزشی,فوتسال/فوتبال,الاهلی با برد لیگ نخبگان آسیا را آغاز کرد,https://www.isna.ir/news/1404062514626/الاهلی-با-برد-لیگ-نخبگان-آسیا-را-آغاز-کرد,"به گزارش ایسنا، در جریان هفته نخست لیگ نخبگان آسیا عصر امروز چهار دیدار برگزار شد که در یکی از مهمترین بازیها، الاهلی عربستان مدافع عنوان قهرمانی در خانه برابر نسفقارشی ازبکستان قرار گرفت و درحالی که دو بر صفر این تیم عقب بود، در نهایت ۴ بر ۲ نسف قارشی شکست داد.
در دیگر دیدار این هفته، شارجه امارات با گل دقایق پایانی ۳ بر ۲ الغرافه قطر را شکست داد تا با ۳ امتیاز لیگ نخبگان آسیا را آغاز کند. 
در سومین بازی هفته نخست، الوحده امارات میزبان الاتحاد عربستان بود که در نهایت تواست ۲ یر یک این تیم را شکست دهد. 
در چهارمین بازی هفته نخست، الشرطه عراق میزبان السد قطر بود که این دیدار با تساوی یک بر یک به پایان رسید.
انتهای پیام",۲۵ شهریور ۱۴۰۴ / ۰۰:۱۱,هفته نخست لیگ نخبگان آسیا با برتری مدافع عنوان قهرمانی آغاز شد.,1.40406E+12
ورزشی,فوتسال/فوتبال,هافبک صربستانی شبابالاهلی: میتوانیم تراکتور را ببریم,https://www.isna.ir/news/1404062414614/هافبک-صربستانی-شباب-الاهلی-می-توانیم-تراکتور-را-ببریم,"تراکتور ایران فردا سهشنبه ۲۵ شهریور در جریان هفته اول لیگ نخبگان آسیا از ساعت ۱۹:۳۰ مهمان شباب الاهلی امارات است.
نمانیا ماکسیموویچ امشب دوشنبه ۲۴ شهریور در نشست خبری قبل از این بازی اظهار کرد: ما وارد تورنمنتی بزرگ شدهایم که همه به آن توجه دارند. میدانیم حریفمان چه کیفیتی دارد و از توانایی بازیکنان تراکتور آگاه هستیم، اما در عین حال تیم ما نیز از شایستگی لازم برخوردار است. به همتیمیهای خود اعتماد کامل دارم و مطمئنم میتوانیم نمایش خوبی داشته باشیم و نتیجه مثبتی بگیریم.
او در ادامه پیامی به هواداران شبابالاهلی داد و عنوان کرد: از ابتدای فصل هواداران همواره پشت تیم بودند و هیچگاه ما را تنها نگذاشتند. امیدوارم فردا در ورزشگاه راشد با تعداد بیشتری حاضر شوند تا با حمایت و تشویقشان انگیزه بیشتری بگیریم و بتوانیم نتیجهای رقم بزنیم که آنها را خوشحال به خانه بفرستد.
به گزارش ایسنا، هافبک صربستانی شبابالاهلی گفت: شبابالاهلی یک تیم بزرگ است و تیمهای بزرگ همیشه به دنبال کسب جام و رقابت برای قهرمانی هستند. تمام بازیکنان انگیزه بالایی دارند و هدف ما بردن هر مسابقه است. در بازی فردا با تمام توان برای گرفتن سه امتیاز میجنگیم و امیدوارم در رسیدن به این هدف موفق باشیم.
انتهای پیام",۲۴ شهریور ۱۴۰۴ / ۲۳:۳۰,ایسنا/آذربایجان شرقی هافبک صربستانی شبابالاهلی میگوید این تیم قادر به شکست تراکتور است.,1.40406E+12
ورزشی,فوتسال/فوتبال,سوزا: تراکتور تیم پرافتخاری است/ روی جانشینان آزمون کار میکنیم,https://www.isna.ir/news/1404062414609/سوزا-تراکتور-تیم-پرافتخاری-است-روی-جانشینان-آزمون-کار-می-کنیم,"تراکتور ایران فردا سهشنبه ۲۵ شهریور در جریان هفته اول لیگ نخبگان آسیا از ساعت ۱۹:۳۰ مهمان شباب الاهلی امارات است.
پائولو سوزا امشب دوشنبه ۲۴ شهریور در نشست خبری قبل از بازی اظهار کرد: تراکتور در فوتبال ایران تیم پرافتخاری است که قهرمانیهایی در رقابتهای داخلی داشته و با سرعت و انسجام بالای خود شناخته میشود. برای مقابله با چنین حریفی باید با شجاعت و اشتیاق، سبک بازی خودمان را پیاده کنیم و چه با توپ و چه بدون توپ، با قدرت و کارایی لازم در زمین حاضر شویم.
سرمربی الشباب الاهلی با اشاره به فلسفه کاری متفاوت هر مربی گفت: هدف ما ایجاد ترکیب مناسب فردی و تیمی، تثبیت هویت بازی، حفظ مالکیت توپ، خلق موقعیت و گلزنی برای غلبه بر رقباست.
او با بیان اینکه احتمالاً این بازی سرشار از احساسات باشد اضافه کرد: بازی فردا میان دو تیم بزرگ برگزار میشود که هر دو برای پیروزی و کسب سه امتیاز گام به میدان میگذارند.
به گزارش ایسنا، سرمربی الشباب الاهلی درباره غیبت سردار آزمون گفت: روی آمادهسازی جانشینان او کار میکنیم تا بتوانند نقششان را به خوبی ایفا کنند. در عین حال، به دنبال ارتقای بخش هجومی و بهبود کیفیت در پایانبندی حملات هستیم.
انتهای پیام",۲۴ شهریور ۱۴۰۴ / ۲۳:۱۴,ایسنا/آذربایجان شرقی سرمربی الشباب الاهلی گفت: به دنبال ارتقای بخش هجومی و بهبود کیفیت در پایانبندی حملات هستیم.,1.40406E+12
ورزشی,فوتسال/فوتبال,عدالت رسانهای در پخش مسابقات آسیایی سپاهان رعایت شود,https://www.isna.ir/news/1404062414574/عدالت-رسانه-ای-در-پخش-مسابقات-آسیایی-سپاهان-رعایت-شود,"تیم فوتبال سپاهان فردا سهشنبه ۲۵ شهریور از ساعت ۲۱:۴۵ دقیقه در ورزشگاه بینالمللی امان میهمان الحسین اردن خواهد بود؛ تقابلی که در چارچوب هفته اول از مرحله گروهی رقابتهای لیگقهرمانان سطح دوم آسیا برگزار خواهد شد و سپاهان یکی از سه نماینده آسیایی کشورمان در فصل ۲۰۲۶ - ۲۰۲۵ برای جبران نتایج فصل گذشته تلاش میکند.
هواداران باشگاه سپاهان در اقدامی تازه، با انتشار متنی رسمی و فراخوان عمومی، نسبت به آنچه «تبعیض و جانبداری در پخش مسابقات آسیایی تیمشان» توصیف کردهاند، اعتراض کردند. در این بیانیه، هواداران تأکید کردهاند که سپاهان بهعنوان یکی از پرافتخارترین نمایندگان فوتبال ایران در آسیا، در رسانه ملی و شبکه سه سیما آنگونه که شایسته است، پوشش داده نمیشود.
این گروه از هواداران با اشاره به اهمیت بازیهای لیگقهرمانان سطح دوم آسیا، خواستار پخش مستقیم تمام مسابقات سپاهان در شبکه سه و همچنین اختصاص زمان و تحلیلهای کارشناسی برابر با دو نماینده دیگر کشور، استقلال و تراکتور، در برنامه فوتبال برتر شدند. آنها معتقدند توجه نکردن کافی به سپاهان نهتنها احترام به میلیونها هوادار این باشگاه را نادیده میگیرد، بلکه دستاوردهای باشگاه را نیز در سطح بینالمللی تحت تأثیر قرار میدهد.
در بخشی از این بیانیه آمده است: «سپاهان نماینده اصفهان نیست، نماینده ایران است و هر برد یا باخت آن متعلق به همه مردم ایران است.» هواداران همچنین اعلام کردهاند که ادامه روند کنونی «بیعدالتی و بیاعتنایی» قابلپذیرش نخواهد بود و صداوسیما موظف است به این خواسته پاسخ دهد.
گفتنی است تاکنون از سوی صداوسیما یا شبکه سه سیما واکنشی رسمی به این کارزار اعلام نشده است. کارشناسان رسانه معتقدند که چنین درخواستهایی میتواند زمینه گفتوگو درباره سیاستهای پوشش مسابقات ورزشی در رسانه ملی و نحوه توزیع پخش میان تیمهای مختلف را فراهم کند.
بهدنبال آن، عباس مقتدایی، نماینده مردم اصفهان در مجلس و نایبرئیس کمیسیون امنیت ملی و سیاست خارجی، در نامهای رسمی به دکتر جبلی، رئیس سازمان صداوسیما، نسبت به نحوه پخش مسابقات آسیایی سپاهان و آنچه «رفتار تبعیضآمیز» با این تیم خوانده شده، اعتراض کرد و خواستار اصلاح فوری این روند شد. در این نامه، مقتدایی به اهمیت رعایت عدالت رسانهای و اعتماد هواداران اشاره کرده و تأکید کرده است که مسابقات سپاهان باید همانند سایر نمایندگان ایران در شبکه سه سیما پوشش داده شود.
مشروح این نامه که بصورت اختصاصی توسط خبرگزاری ایسنا منتشر میشود را در ادامه میخوانید:
«جناب آقای دکتر جبلی
ریاست محترم سازمان صداوسیما
باسلام و احترام،
مردم اصفهان و هواداران فوتبال در اصفهان در روزهای اخیر با مراجعه به اینجانب، گلایه جدی از نحوه رفتار رسانه ملی دارند و اظهار میدارند از سوی سازمان صداوسیما تبعیض صورت گرفته و با سه نماینده باشگاهی فوتبال ایران در جام باشگاههای آسیا، رفتار یکسان صورت نگرفته است.
آنها اظهار می دارند، اینکه یک باشگاه فوتبال بهعلت وجود حامی در ارکان دولت، مسابقهاش از شبکه سه سیما پخش گردد، اما با سپاهان ایران به شکل تبعیضآمیز رفتار شود، زیبنده رویکرد عدالت محور آن رسانه نیست. آنها سوال دارند که چرا در هفتهای که در رسانه ملی متعلق به اصفهان است، اینگونه با یک تیم اصفهانی در مسابقات آسیایی برخورد نادرست صورت گرفته است. هنگامی که مسابقه دو تیم دیگر از شبکه سه پخش میگردد و سپاهان بهرغم اعلام شبکه مبنیبر پخش، یکدفعه تغییر شبکه پیدا میکند، به اعتماد مردم اصفهان و هواداران نسبت به عدالت آن رسانه ضربه زده است.
لذا با عنایت به شناختی که از رویکرد عدالت محور جنابعالی دارم و بهنظر میرسد اینگونه اقدامات عجیب از سوی زیر مجموعه جنابعالی و بدون اطلاع آن مقام محترم صورت گرفته است، مستدعی است دستور فرمایید در راستای اصل ۱۹ و ۲۰ قانون اساسی، با قید فوریت اقدام اصلاحی لازم بعمل آید و مسابقه تیم سپاهان نیز همچون تیم تراکتور و استقلال، از  شبکه سه سیما پخش گردد.
عباس مقتدایی
نایبرئیس کمیسیون امنیتملی و سیاست خارجه و نماینده مردم شریف اصفهان در مجلس شورایاسلامی»",۲۴ شهریور ۱۴۰۴ / ۲۱:۳۹,ایسنا/اصفهان عباس مقتدایی، نماینده مردم اصفهان و نایبرئیس کمیسیون امنیت ملی و سیاست خارجی، در نامهای رسمی به رئیس سازمان صداوسیما، نسبت به تبعیض آشکار در پخش مسابقات لیگ قهرمانان آسیا اعتراض کرد و خواستار پخش فوری بازیهای سپاهان از شبکه سه سیما شد.,1.40406E+12
ورزشی,فوتسال/فوتبال,هدف اول تراکتور صعود به مرحله بعدی لیگ نخبگان است,https://www.isna.ir/news/1404062414531/هدف-اول-تراکتور-صعود-به-مرحله-بعدی-لیگ-نخبگان-است,"تراکتور ایران فردا سهشنبه ۲۴ شهریور در جریان هفته اول لیگ نخبگان آسیا از ساعت ۱۹:۳۰ مهمان شباب الاهلی امارات است.
به گزارش ایسنا، شجاع خلیلزاده در نشست خبری پیش از دیدار با شباب الاهلی امارات، اظهار کرد: فردا بازی سختی پیشرو داریم. احترام زیادی برای شباب الاهلی قائل هستیم، اما ما نیز آماده هستیم. بهعنوان قهرمان ایران امیدواریم یک بازی خوب و تماشاگرپسند ارائه دهیم، نتیجه مطلوب کسب کنیم و دل مردم ایران را شاد نماییم.
او درباره شرایط تیم و بازیکنان جدید اضافه کرد: تیم ما در وضعیت خوبی قرار دارد و بازیکنان تازهوارد کیفیت بالایی دارند و به تیم کمک خواهند کرد. در بازی برابر آلومینیوم عملکرد خوبی داشتیم و با نتیجهای مناسب و انگیزه بالا به مسیرمان ادامه میدهیم. امیدوارم بازیکنان جدید نیز بتوانند به ما کمک کنند تا با یک نتیجه خوب به ایران بازگردیم.
مدافع تراکتور در ادامه با اشاره به تجربه بالای خود در رقابتهای آسیایی، گفت: مدت زیادی است که تیمهای ایرانی در آسیا قهرمان نشدهاند. هدف نخست ما صعود از مرحله گروهی است و سپس گامبهگام پیش خواهیم رفت. با توجه به هزینههای هنگفت تیمهای عربستانی، کار سختی در پیش داریم، اما با غیرت ایرانی تلاش میکنیم شروع قدرتمندی داشته باشیم و آماده مراحل بالاتر شویم.
انتهای پیام",۲۴ شهریور ۱۴۰۴ / ۱۹:۵۵,ایسنا/آذربایجان شرقی کاپیتان تراکتور از آمادگی تیم برای شروعی قدرتمند سخن گفت و بر اهمیت نمایش غیرت ایرانی در رقابتهای لیگ نخبگان تأکید کرد.,1.40406E+12
ورزشی,فوتسال/فوتبال,هفته نهم لیگ برتر فوتسال؛ توقف صدرنشین، تعقیب گیتیپسند و طلوع شهرکرد,https://www.isna.ir/news/1404062414530/هفته-نهم-لیگ-برتر-فوتسال-توقف-صدرنشین-تعقیب-گیتی-پسند-و-طلوع,"به گزارش ایسنا، هفته نهم رقابتهای لیگ برتر فوتسال امروز (دوشنبه، ۲۴ شهریور) برگزار شد و در مهمترین بازیها مس سونگون برابر فولاد زرند متوقف شد و گیتیپسند از سد پالایش نفت اصفهان عبور کرد. همچنین جوادالائمه شهر کرد اولین بردش را در لیگ برتر کسب کرد.
مس سونگون پس از هشت برد پیاپی با این تساوی در صدر جدول ۲۵امتیازی شد. گیتیپسند با کسب پیروزی اختلافش را با مس به حداقل رساند و با ۲۴امتیاز در رتبه دوم قرار دارد. فولاد زرند هم با ۱۸ امتیاز در رده سوم است.
رقابتهای لیگ برتر فوتسال تا ششم مهر تعطیل خواهد بود. در این مدت تیم ملی فوتسال ایران در رقابتهای مقدماتی جام ملتهای آسیا شرکت خواهد کرد. این مسابقات از ۲۹ شهریور آغاز میشود و تیم ملی ایران با امارات، مالزی و بنگلادش همگروه است. 
نتایج هفته نهم لیگ برتر فوتسال:
عرشیا شهرقدس صفر - یک پالایش نفت بندرعباس
گلزن پالایش: امین مراد احمدی
پردیس قزوین ۵ - ۲ بهشتی سازه گرگان
گلزنان پردیس: ابوالفضل درویشوند (۲ گل) - روحالله ایثاری (۲ گل) - علیاصغر حسنزاده
گلزنان بهشتی سازه: محمدحسین فرمانی - کامبیز گمرکی
فولادزرند ایرانیان ۲ - ۲ مس سونگون
گلزنان زرند: فرهاد توکلی - پژمان بهادیوند
گلزنان مس: مهدی جاوید - کارلوس سانز
گیتیپسند یک - صفر پالایش نفت اصفهان
گلزن گیتیپسند: مهدی کریمی
پالایش نفت شازند ۳ - ۳ سنایچ ساوه
گلزنان شازند: شهاب طالبی - احسان سهیلی مقدم - سهیل جامدی
گلزنان سنایچ: احمد اسماعیل پور (۲گل) - علی مروتی
شهرداری ساوه صفر - یک جوادالائمه شهرکرد
گلزن جوادالائمه: عرفان محمدپور
فولاد هرمزگان یک - یک گهرزمین سیرجان
گلزن فولاد: کیانوش شیرپور
گلزن گهرزمین: حسین طیبی
انتهای پیام",۲۴ شهریور ۱۴۰۴ / ۱۹:۵۳,در هفته نهم لیگ برتر فوتسال، مس سونگون پس از هشت برد متوالی متوقف شد، گیتیپسند با یک پیروزی نفسگیر فاصلهاش با صدر جدول را به حداقل رساند و جوادالائمه شهرکرد با کسب نخستین بردش طعم شیرین پیروزی را چشید.,1.40406E+12
ورزشی,فوتسال/فوتبال,اسکوچیچ: فردا درباره بیرانوند تصمیم میگیریم,https://www.isna.ir/news/1404062414521/اسکوچیچ-فردا-درباره-بیرانوند-تصمیم-می-گیریم,"به گزارش ایسنا، تراکتور ایران فردا (سهشنبه) در جریان هفته اول لیگ نخبگان آسیا از ساعت ۱۹:۳۰ مهمان شباب الاهلی امارات است.
دراگان اسکوچیچ در نشست خبری قبل از این دیدار اظهار کرد: رقابتهای جدید از فردا آغاز میشود و امیدواریم گام اول را خوب برداریم. حریف تیمی قابل احترام با سازماندهی خوب است که در خط حمله خطرناک ظاهر میشود. در خصوص مهدی ترابی هنوز وضعیت مشخصی وجود ندارد، اما سایر بازیکنان آماده هستند. انتظار یک بازی خوب داریم و امیدواریم نتیجه مطلوبی رقم بخورد.
او درباره شرایط علیرضا بیرانوند افزود: محرومیت او تعلیق شده و درباره بازی کردن این بازیکن فردا تصمیمگیری خواهیم کرد.
اسکوچیچ ادامه داد: با وجود زمان محدود بین دو مسابقه، شناخت خوبی از حریف(شباب الاهلی) به دست آوردیم. مانند هر تیمی نقاط ضعف و قوتی دارند که آنها را میشناسیم. تراکتور نیز برای دیدار فردا شانسهای خود را دارد و با انگیزه به میدان خواهد رفت.
انتهای پیام",۲۴ شهریور ۱۴۰۴ / ۱۹:۲۶,سرمربی تیم فوتبال تراکتور گفت: تراکتور برای دیدار فردا شانسهای خود را دارد و با انگیزه به میدان خواهد رفت.,1.40406E+12
ورزشی,فوتسال/فوتبال,دیدار استقلال و پیکان در ورزشگاه تختی,https://www.isna.ir/news/1404062414497/دیدار-استقلال-و-پیکان-در-ورزشگاه-تختی,"به گزارش ایسنا، دیدار تیمهای استقلال و پیکان در هفته چهارم رقابتهای لیگ برتر در ورزشگاه تختی تهران برگزار خواهد شد.
با توجه به اینکه استقلال باید ۹ مهر در رقابتهای لیگ قهرمانان آسیا در ورزشگاه شهر قدس به مصاف المحرق بحرین برود و مسئولان قصد دارد تا آن تاریخ ورزشگاه را برای این دیدار آماده کنند دیدار آبی پوشان برابر پیکان در ورزشگاه تختی تهران برگزار خواهد شد.
انتهای پیام",۲۴ شهریور ۱۴۰۴ / ۱۸:۳۵,دیدار تیمهای استقلال و پیکان در ورزشگاه تختی تهران برگزار خواهد شد.,1.40406E+12
